symbol,sector,Ask,Ask.Size,Average.Daily.Volume,Bid,Bid.Size,Book.Value,Change,Change.From.200.day.Moving.Average,Change.From.50.day.Moving.Average,Change.From.52.week.High,Change.From.52.week.Low,Change.in.Percent,Currency,Days.High,Days.Low,Days.Range,Dividend.Pay.Date,Dividend.per.Share,Dividend.Yield,EBITDA,EPS,EPS.Estimate.Current.Year,EPS.Estimate.Next.Quarter,EPS.Estimate.Next.Year,Ex.Dividend.Date,Float.Shares,High.52.week,Last.Trade.Date,Last.Trade.Price.Only,Last.Trade.Size,Last.Trade.With.Time,Low.52.week,Market.Capitalization,Moving.Average.200.day,Moving.Average.50.day,Name,Open,PE.Ratio,PEG.Ratio,Percent.Change.From.200.day.Moving.Average,Percent.Change.From.50.day.Moving.Average,Percent.Change.From.52.week.High,Percent.Change.From.52.week.Low,Previous.Close,Price.to.Book,Price.to.EPS.Estimate.Current.Year,Price.to.EPS.Estimate.Next.Year,Price.to.Sales,Range.52.week,Revenue,Shares.Outstanding,Short.Ratio,Stock.Exchange,Target.Price.1.yr.,Volume,Return.Avg.50.day
IPWR,Energy,2.6,1.00E+03,46715,2.53,100,0.757,-0.1497,-0.8167,-0.342,-3.0697,0.5303,-0.055858,USD,2.6999,2.5303,2.5303 - 2.6999,NA,NA,NA,-1.06E+07,-1.15,-0.79,-0.19,-0.6,NA,1.07E+07,5.6,5/2/17,2.5303,500,11:11am - <b>2.5303</b>,2,3.54E+07,3.347,2.8723,Ideal Power Inc.,2.7,NA,-0.12,-0.243998,-0.119065,-0.548161,0.26515,2.68,3.5403,NA,NA,23.0296,2.0000 - 5.6000,1.63E+06,1.40E+07,5.67,NCM,5,8356,0.004480856
IPXL,Health Care,13.75,7100,2195070,13.7,2300,8.721,0.145,-0.072,1.746,-21.495,5.995,0.01066,USD,13.8,13.6,13.600 - 13.800,NA,NA,NA,1.79E+08,-6.635,0.73,0.16,1.19,NA,6.62E+07,35.24,5/2/17,13.745,100,12:13pm - <b>13.745</b>,7.75,9.83E+08,13.817,11.999,"Impax Laboratories, Inc.",13.6,NA,1.61,-0.0052,0.14555,-0.60996,0.77355,13.6,1.559,18.829,11.55,1.18,7.750 - 35.240,8.24E+08,7.15E+07,1.32,NMS,12,454209,0.002553893
IRBT,Consumer Durables,84.56,100,662800,84.48,100,14.96,1.23,25.99,18.58,-0.16,50.59,0.0148,USD,84.65,83.21,83.21 - 84.65,NA,NA,NA,8.70E+07,1.95,1.65,0.67,2.56,NA,2.65E+07,84.65,5/2/17,84.49,100,12:13pm - <b>84.49</b>,33.9,2.31E+09,58.5,65.91,iRobot Corporation,84.18,43.44,2.69,0.4444,0.282,-0.0019,1.4923,83.26,5.57,51.21,33,3.26,33.90 - 84.65,6.98E+08,2.73E+07,10.44,NMS,74.4,335264,0.007543959
IRCP,Consumer Services,51,100,2425,44.3,200,3.12,0,7.46,7.37,-2.5,19.29,0,USD,NA,NA,NA,4/27/17,1.28,2.67,1.48E+08,1.89,NA,0,NA,4/17/17,1.66E+06,54.45,5/1/17,51.95,NA,3:41pm - <b>51.95</b>,32.66,1.64E+09,44.49,44.58,IRSA Propiedades Comerciales S.,52,27.52,0,0.1678,0.1653,-0.0459,0.5906,51.95,16.67,NA,NA,5.7,32.66 - 54.45,2.87E+08,3.15E+07,0.1,NMS,54.4,5,0.00223721
IRDM,Consumer Durables,10.65,8600,1193100,10.6,6100,14.202,-0.025,1.194,0.934,-0.915,3.825,-0.00235,USD,10.85,10.525,10.525 - 10.850,NA,NA,NA,2.23E+08,0.96,0.7,0.19,0.55,NA,8.31E+07,11.54,5/2/17,10.625,100,12:13pm - <b>10.625</b>,6.8,1.03E+09,9.431,9.691,Iridium Communications Inc,10.7,11.068,1.52,0.12666,0.09639,-0.07929,0.5625,10.65,0.75,15.179,19.318,2.391,6.800 - 11.540,4.34E+08,9.74E+07,17.22,NMS,12,389085,0.002094784
IRDMB,Consumer Durables,372.59,300,198,363.46,300,14.2,0,17.56,14.96,-30.6,81.5,0,USD,NA,NA,NA,3/15/17,16.88,4.77,2.23E+08,0.96,NA,0,NA,2/27/17,8.31E+07,384.6,4/10/17,354,NA,10:00am - <b>354.00</b>,272.5,3.45E+10,336.44,339.04,Iridium Communications Inc,360.62,368.75,0,0.0522,0.0441,-0.0796,0.2991,354,24.93,NA,NA,79.46,272.50 - 384.60,4.34E+08,9.74E+07,0,NMS,NA,0,6.91E-04
IRIX,Health Care,11.53,100,34254,11.4,700,3.464,-0.0599,-2.2773,-0.419,-5.2399,1.3191,-0.005227,USD,11.57,11.03,11.0300 - 11.5700,NA,NA,NA,-1.58E+06,-1.151,-0.46,-0.13,-0.11,NA,9.07E+06,16.64,5/2/17,11.4001,100,11:54am - <b>11.4001</b>,10.081,131360000,13.6774,11.8191,IRIDEX Corporation,11.47,NA,-0.82,-0.166501,-0.035451,-0.314898,0.13085,11.46,3.3083,NA,NA,2.8609,10.0810 - 16.6400,4.62E+07,1.15E+07,10.49,NGM,17,8401,-0.004880057
IRMD,Health Care,8.55,700,54398,8.5,100,2.97,-0.05,-1.23,0.06,-14.03,0.65,-0.0058,USD,8.55,8.4,8.40 - 8.55,NA,NA,NA,1.12E+07,0.6,0.16,0.06,0.25,NA,4.52E+06,22.53,5/2/17,8.5,100,11:54am - <b>8.50</b>,7.85,9.13E+07,9.73,8.44,iRadimed Corporation,8.55,14.17,3.05,-0.126,0.0066,-0.6227,0.0828,8.55,2.87,53.12,34,2.83,7.85 - 22.53,3.25E+07,1.07E+07,19.55,NCM,10.25,6213,5.85E-04
IRTC,Health Care,37.1,100,216505,37.01,300,4.18,1.77,5.31,1.49,-3.46,14.86,0.0502,USD,37.52,35.8,35.80 - 37.52,NA,NA,NA,-1.50E+07,-3.95,-1.17,-0.29,-0.7,NA,8.82E+06,40.48,5/2/17,37.02,100,12:14pm - <b>37.02</b>,22.16,8.20E+08,31.71,35.53,"iRhythm Technologies, Inc.",37.18,NA,0,0.1674,0.0419,-0.0855,0.6706,35.25,8.43,NA,NA,12.19,22.16 - 40.48,64070000,2.22E+07,10.43,NGM,37,541971,2.53E-04
IRWD,Health Care,16.18,500,1373210,16.17,300,0.45,-0.2,0.39,-0.49,-2.35,6.4,-0.0122,USD,16.55,16.13,16.13 - 16.55,NA,NA,NA,-2.92E+07,-0.56,-0.71,-0.17,-0.15,NA,1.33E+08,18.53,5/2/17,16.18,100,12:12pm - <b>16.18</b>,9.78,2.39E+09,15.79,16.67,"Ironwood Pharmaceuticals, Inc.",16.4,NA,-0.59,0.025,-0.0296,-0.1268,0.6544,16.38,36.16,NA,NA,8.84,9.78 - 18.53,2.74E+08,1.48E+08,8.97,NMS,17.13,201118,-6.53E-04
ISCA,Consumer Services,36.95,300,133474,36.9,500,31.82,-0.4,0.31,-0.44,-3.41,6.85,-0.0107,USD,37.3,36.85,36.85 - 37.30,6/30/17,0.43,1.16,2.16E+08,1.7,1.57,0.03,1.7,5/26/16,3.46E+07,40.31,5/2/17,36.9,100,12:05pm - <b>36.90</b>,30.05,1.66E+09,36.59,37.34,International Speedway Corporat,37.3,21.72,6.05,0.0086,-0.0118,-0.0846,0.228,37.3,1.17,23.5,21.71,2.53,30.05 - 40.31,6.64E+08,4.50E+07,3.51,NMS,36.67,33426,-3.01E-04
ISNS,Capital Goods,2.9,1700,29023,2.85,5800,1.22,0.05,-0.52,-0.06,-3.49,0.8,0.0175,USD,2.9,2.88,2.88 - 2.90,NA,NA,NA,1.11E+06,0.14,-0.83,0,-0.51,NA,2.29E+06,6.39,5/2/17,2.9,100,11:10am - <b>2.90</b>,2.1,1.48E+07,3.42,2.96,"Image Sensing Systems, Inc.",2.9,21.32,0,-0.1525,-0.0188,-0.5462,0.381,2.85,2.34,NA,NA,1.03,2.10 - 6.39,1.41E+07,5.09E+06,3.71,NCM,4,3908,-0.004382457
ISRG,Health Care,840.9,100,342662,840.09,100,112.16,0.872,140.743,65.243,-4.018,229.732,0.00104,USD,842.87,837.21,837.210 - 842.870,NA,NA,NA,1.08E+09,19.837,23.6,5.94,27.09,NA,3.62E+07,844.46,5/2/17,840.442,100,12:10pm - <b>840.442</b>,610.71,3.10E+10,699.699,775.199,"Intuitive Surgical, Inc.",837.21,42.367,3.2,0.20115,0.08416,-0.00476,0.37617,839.57,7.485,35.612,31.024,11.109,610.710 - 844.460,2.78E+09,3.68E+07,8.54,NMS,842.85,81224,0.003000366
ISRL,Energy,118,200,861,112,200,2.6,0,-2.73,-2.29,-14.95,41.13,0,USD,NA,NA,NA,NA,NA,NA,2.56E+07,2.48,NaN,0,NA,NA,7.49E+05,129.05,4/28/17,114.1,NA,4:00pm - <b>114.10</b>,72.97,3.10E+08,116.83,116.39,"Isramco, Inc.",122,46.01,0,-0.0234,-0.0197,-0.1158,0.5637,114.1,43.95,NA,NA,5.7,72.97 - 129.05,5.43E+07,2.72E+06,11.02,NCM,0.14,97,-0.001167704
ISSC,Technology,3.43,100,27659,3.32,5900,1.89,-0.04,0.03,0.25,-1.03,0.78,-0.0119,USD,3.45,3.22,3.22 - 3.45,12/27/12,0,0,1.64E+06,0.06,0.27,0,0.18,12/28/12,1.03E+07,4.36,5/2/17,3.33,100,12:11pm - <b>3.33</b>,2.55,5.59E+07,3.3,3.08,Innovative Solutions and Suppor,3.34,55.5,0,0.0081,0.0813,-0.2362,0.3059,3.37,1.78,NA,NA,2.29,2.55 - 4.36,2.48E+07,1.68E+07,0.63,NMS,4,26538,0.002335626
ITI,Consumer Durables,5.26,100,115370,5.22,700,1.33,-0.11,0.83,-0.07,-0.93,3.02,-0.0206,USD,5.36,5.22,5.22 - 5.36,NA,NA,NA,-1.89E+06,-0.09,-0.08,-0.02,0.01,11/3/97,2.44E+07,6.15,5/2/17,5.22,100,12:10pm - <b>5.22</b>,2.2,1.68E+08,4.39,5.29,"Iteris, Inc.",5.3,NA,-2.18,0.1904,-0.0127,-0.1512,1.3727,5.33,4,NA,522,1.9,2.20 - 6.15,9.05E+07,3.22E+07,2.23,NCM,8.25,24178,-2.66E-07
ITIC,Finance,184.79,200,3934,178.06,100,82.28,0,41.46,24.68,-1.91,95.93,0,USD,NA,NA,NA,3/31/17,0.8,0.45,2.97E+07,10.19,2.03,0,NA,3/13/17,1.42E+06,179.97,5/1/17,178.06,NA,4:00pm - <b>178.06</b>,82.13,3.35E+08,136.6,153.38,Investors Title Company,179.23,17.47,0,0.3035,0.1609,-0.0106,1.168,178.06,2.16,NA,NA,2.42,82.13 - 179.97,1.38E+08,1.88E+06,2.96,NMS,39,424,0.005996083
ITRI,Capital Goods,64.1,500,221328,64,500,16.48,-0.3,2.46,2.6,-2.4,23.94,-0.0047,USD,64.8,63.35,63.35 - 64.80,NA,NA,NA,2.14E+08,0.82,2.97,0.7,3.61,NA,3.35E+07,66.45,5/2/17,64.05,100,12:10pm - <b>64.05</b>,40.11,2.45E+09,61.59,61.45,"Itron, Inc.",64.4,78.11,1.04,0.0399,0.0422,-0.0361,0.5969,64.35,3.9,21.57,17.74,1.23,40.11 - 66.45,2010000000,3.83E+07,2.45,NMS,70.67,54985,4.21E-04
ITRN,Consumer Non-Durables,31.1,100,36139,31.05,100,4.875,-0.1999,3.3768,0.8687,-1.3499,11.2001,-0.006407,USD,31.35,30.95,30.9500 - 31.3500,4/5/17,1.6,5.11,5.96E+07,1.53,1.74,0,1.97,3/20/17,1.67E+07,32.35,5/2/17,31.0001,100,11:40am - <b>31.0001</b>,19.8,6.50E+08,27.6233,30.1314,Ituran Location and Control Ltd,31.35,20.2615,0,0.122245,0.02883,-0.041728,0.565662,31.2,6.4,17.8161,15.7361,3.278,19.8000 - 32.3500,2.00E+08,2.10E+07,1.27,NMS,31,3573,0.002796136
IVAC,Technology,13,700,219148,12.95,600,3.5,0.2,3.96,0.6,-1.15,8.67,0.0156,USD,13.75,12.8,12.80 - 13.75,NA,NA,NA,-2.83E+06,-0.36,0.06,0,0.45,NA,2.02E+07,14.15,5/2/17,13,100,12:12pm - <b>13.00</b>,4.33,2.78E+08,9.04,12.4,"Intevac, Inc.",13.1,NA,26.67,0.4382,0.0483,-0.0813,2.0015,12.8,3.66,216.67,28.89,3.42,4.33 - 14.15,8.01E+07,2.14E+07,1.03,NMS,11.86,216836,0.004307353
IVTY,Health Care,9.3,200,72644,9.25,300,2.03,0.15,1.7,1.1,-5,4.75,0.0165,USD,9.3,9.05,9.05 - 9.30,NA,NA,NA,-3.67E+07,-2.73,-2.15,-0.48,-1.55,NA,1.13E+07,14.25,5/2/17,9.25,100,12:07pm - <b>9.25</b>,4.5,1.57E+08,7.55,8.15,"Invuity, Inc.",9.1,NA,-0.14,0.2247,0.1354,-0.3509,1.0556,9.1,4.48,NA,NA,4.76,4.50 - 14.25,3.25E+07,1.70E+07,8.27,NGM,12.17,20042,0.002651923
IXYS,Technology,14,700,154338,13.95,600,9.057,-0.175,1.614,0.043,-0.625,4.39,-0.01237,USD,14.15,13.95,13.950 - 14.150,7/8/16,0,0,3.96E+07,0.58,0.65,0,0.7,6/22/16,2.47E+07,14.6,5/2/17,13.975,100,12:08pm - <b>13.975</b>,9.585,4.42E+08,12.361,13.932,IXYS Corporation,14.1,24.095,1.3,0.13059,0.00306,-0.04281,0.45801,14.15,1.562,21.5,19.964,1.404,9.585 - 14.600,3.19E+08,3.16E+07,0.8,NMS,16,13987,0.001437451
JACK,Consumer Services,102.7,100,706685,102.61,100,-8.64,0.55,-0.42,2.26,-10.61,38.39,0.0054,USD,103.09,102.23,102.23 - 103.09,3/20/17,1.6,1.57,3.47E+08,3.82,4.36,1.19,5.38,3/3/17,3.14E+07,113.3,5/2/17,102.69,100,12:13pm - <b>102.69</b>,64.3,3.25E+09,103.11,100.43,Jack In The Box Inc.,102.38,26.92,1.71,-0.0041,0.0225,-0.0936,0.597,102.14,NA,23.55,19.09,2,64.30 - 113.30,1.62E+09,3.16E+07,1.73,NMS,115.21,63680,-0.001206158
JAKK,Consumer Non-Durables,4.9,1700,336498,4.85,1800,7.309,-0.025,-0.969,-0.411,-4.875,0.25,-0.0051,USD,4.9,4.85,4.850 - 4.900,7/1/13,0,0,3.92E+07,0.016,0.36,0.88,0.5,6/12/13,9.12E+06,9.75,5/2/17,4.875,100,12:14pm - <b>4.875</b>,4.625,8.83E+07,5.844,5.286,"JAKKS Pacific, Inc.",4.9,304.688,0.91,-0.1658,-0.0778,-0.5,0.05405,4.9,0.67,13.542,9.75,0.126,4.625 - 9.750,7.05E+08,1.81E+07,14.2,NMS,5.88,29497,-5.65E-04
JASN,Consumer Durables,1.47,300,68733,1.45,100,-1.96,0.01,-0.14,0.11,-2.56,0.32,0.0069,USD,1.49,1.45,1.45 - 1.49,NA,NA,NA,6.21E+07,-3.13,-0.42,-0.05,-0.13,NA,1.32E+07,4.02,5/2/17,1.46,100,12:01pm - <b>1.46</b>,1.14,3.78E+07,1.6,1.35,"Jason Industries, Inc.",1.45,NA,0,-0.0859,0.0806,-0.6368,0.2832,1.45,NA,NA,NA,0.05,1.14 - 4.02,7.06E+08,2.59E+07,0.47,NCM,3,4603,7.00E-05
JASO,Technology,6.99,500,509270,6.96,200,20.06,0.03,1.51,0.75,-1.64,2.58,0.0043,USD,7.02,6.9,6.90 - 7.02,NA,NA,NA,2.42E+08,1.89,0.5,0.35,0.61,NA,3.91E+07,8.64,5/2/17,7,200,12:13pm - <b>7.00</b>,4.42,3.28E+08,5.49,6.25,"JA Solar Holdings, Co., Ltd.",7.01,3.69,-0.42,0.2755,0.1197,-0.1898,0.5837,6.97,0.35,14,11.48,0.14,4.42 - 8.64,2.29E+09,4.69E+07,0.76,NMS,5.6,96607,0.007403515
JAZZ,Health Care,159.94,100,553521,159.72,100,31.38,-0.98,34.38,11.52,-4.03,63.92,-0.0061,USD,161.96,158.82,158.82 - 161.96,NA,NA,NA,7.51E+08,6.41,11.12,2.8,13.22,NA,5.83E+07,163.75,5/2/17,159.72,300,12:11pm - <b>159.72</b>,95.8,9.54E+09,125.34,148.2,Jazz Pharmaceuticals plc,160.78,24.92,0.82,0.2743,0.0778,-0.0246,0.6672,160.7,5.12,14.36,12.08,6.45,95.80 - 163.75,1.49E+09,5.97E+07,1.84,NMS,179.38,82832,0.003297886
JBHT,Transportation,88.9,200,1037680,88.87,200,12.48,0.26,-4.48,-2.63,-13.51,13.16,0.0029,USD,89.25,88.25,88.25 - 89.25,5/19/17,0.92,1.03,1070000000,3.85,3.99,1.04,4.55,2/8/17,8.56E+07,102.38,5/2/17,88.87,100,12:13pm - <b>88.87</b>,75.71,9.77E+09,93.35,91.5,"J.B. Hunt Transport Services, I",88.86,23.08,1.88,-0.048,-0.0288,-0.132,0.1738,88.61,7.1,22.27,19.53,1.46,75.71 - 102.38,6.66E+09,1.10E+08,4.82,NMS,99.11,687624,-0.002248126
JBLU,Transportation,21.96,1.00E+03,6353720,21.95,1400,11.91,0.34,1.55,1.13,-1.19,7.2,0.0157,USD,22,21.6,21.60 - 22.00,NA,NA,NA,1.47E+09,1.87,1.86,0.59,2.06,NA,3.36E+08,23.15,5/2/17,21.96,100,12:14pm - <b>21.96</b>,14.76,7.40E+09,20.41,20.83,JetBlue Airways Corporation,21.61,11.76,2.52,0.0762,0.0542,-0.0514,0.4878,21.62,1.82,11.81,10.66,1.1,14.76 - 23.15,6.62E+09,3.37E+08,1.93,NMS,25.62,2319943,0.002047381
JBSS,Consumer Non-Durables,73,100,118910,72.81,300,19.5,-0.04,7.27,2.3,-1.7,32.24,-5.00E-04,USD,73.22,71.7,71.70 - 73.22,12/13/16,0,0,6.93E+07,2.94,3.2,0.85,3.51,11/28/16,8.37E+06,74.69,5/2/17,72.99,100,12:10pm - <b>72.99</b>,40.75,8.22E+08,65.72,70.69,"John B. Sanfilippo & Son, Inc.",73.22,24.8,0,0.1107,0.0326,-0.0228,0.7912,73.03,3.74,22.81,20.79,0.9,40.75 - 74.69,9.19E+08,1.13E+07,9.43,NMS,81,18184,0.003754634
JCOM,Technology,90.85,200,361438,90.78,200,19.28,-0.04,10.47,6.26,-0.44,30.79,-4.00E-04,USD,91.23,90.24,90.24 - 91.23,3/9/17,1.46,1.62,3.70E+08,3.13,5.86,1.38,6.53,2/17/17,4.60E+07,91.23,5/2/17,90.79,100,12:13pm - <b>90.79</b>,60,4.37E+09,80.32,84.53,"j2 Global, Inc.",90.92,29.01,1,0.1303,0.0741,-0.0048,0.5132,90.83,4.71,15.49,13.9,5,60.00 - 91.23,8.74E+08,4.82E+07,9.67,NMS,97.17,66332,0.001508312
JCS,Public Utilities,4.48,100,18566,4.44,100,6.94,-0.01,-0.2,0,-3.09,0.99,-0.0023,USD,4.46,4.4,4.40 - 4.46,4/3/17,0.16,3.82,-4.92E+06,-0.92,-0.1,0,-0.1,3/13/17,6.42E+06,7.49,5/2/17,4.4,100,10:59am - <b>4.40</b>,3.41,3.91E+07,4.6,4.4,"Communications Systems, Inc.",4.33,NA,0,-0.0432,5.00E-04,-0.4126,0.2922,4.41,0.64,NA,NA,0.39,3.41 - 7.49,9.94E+07,8.88E+06,0.99,NGM,8,1189,-0.001832639
JCTCF,Consumer Services,11.9,200,1213,11.65,800,8.01,0,-0.53,-0.48,-3.3,1.91,0,USD,11.9,11.65,11.65 - 11.90,NA,NA,NA,4.00E+06,0.96,0.62,0,0.91,NA,1.09E+06,14.95,5/2/17,11.65,143,11:35am - <b>11.65</b>,9.74,2.66E+07,12.18,12.13,Jewett-Cameron Trading Company,11.65,12.11,0,-0.0435,-0.0396,-0.2207,0.1961,11.65,1.45,NA,NA,0.59,9.74 - 14.95,4.49E+07,2.29E+06,4.38,NCM,NA,1131,-0.001150171
JD,Consumer Services,35.29,2500,6538810,35.28,1.00E+03,3.48,-0.055,6.679,2.814,-0.215,15.775,-0.00156,USD,35.43,34.87,34.870 - 35.430,NA,NA,NA,-4.02E+07,-0.401,0.24,0.07,0.64,NA,6.66E+08,35.5,5/2/17,35.285,100,12:14pm - <b>35.285</b>,19.51,5.00E+10,28.606,32.471,"JD.com, Inc.",35.35,NA,-1.27,0.23349,0.08665,-0.00606,0.80856,35.34,10.155,147.021,55.133,1.327,19.510 - 35.500,3.78E+10,1.42E+09,3.94,NMS,35.93,2793396,0.003055082
JJSF,Consumer Non-Durables,132.03,100,61093,131.75,100,35.06,-1.84,2.6,-3.34,-11.44,32.25,-0.0138,USD,134.11,131.75,131.75 - 134.11,4/6/17,1.68,1.25,1.55E+08,4.1,4.34,1.29,4.61,3/13/17,1.49E+07,143.21,5/2/17,131.77,100,12:12pm - <b>131.77</b>,99.52,2.47E+09,129.17,135.11,J & J Snack Foods Corp.,133.53,32.14,5.17,0.0201,-0.0247,-0.0799,0.3241,133.61,3.81,30.36,28.58,2.47,99.52 - 143.21,1.01E+09,1.87E+07,5.09,NMS,128.67,20933,7.90E-04
JKHY,Technology,97.5,100,254915,97.45,600,12.51,0.55,7.55,3.11,-0.53,18.49,0.0057,USD,97.7,96.17,96.17 - 97.70,3/17/17,1.24,1.28,4.93E+08,3.28,3.11,0.85,3.38,2/28/17,7.71E+07,98.02,5/2/17,97.49,100,12:14pm - <b>97.49</b>,79,7.57E+09,89.94,94.38,"Jack Henry & Associates, Inc.",97.12,29.7,2.61,0.084,0.033,-0.0054,0.2341,96.94,7.75,31.35,28.84,5.4,79.00 - 98.02,1.39E+09,7.76E+07,8.9,NMS,88.75,80652,0.001072257
JMBA,Consumer Services,8.44,100,142007,8.43,200,0.05,-0.02,-1.29,-0.47,-4.9,0.33,-0.0024,USD,8.65,8.4,8.40 - 8.65,NA,NA,NA,-3.64E+06,-1.03,0.1,-0.09,0.38,NA,1.09E+07,13.34,5/2/17,8.44,100,12:08pm - <b>8.44</b>,8.11,1.29E+08,9.73,8.91,"Jamba, Inc.",8.49,NA,2.84,-0.1322,-0.0527,-0.3673,0.0407,8.46,180,84.4,22.21,1.58,8.11 - 13.34,8.19E+07,1.53E+07,25.17,NGM,11.25,27035,-0.002470977
JMU,Technology,2.61,2100,11970,2.49,100,3.38,-0.02,-0.59,-0.01,-3.39,0.55,-0.0076,USD,2.61,2.42,2.42 - 2.61,NA,NA,NA,-1.60E+06,-1,NA,0,NA,NA,2.56E+07,6,5/2/17,2.61,200,11:26am - <b>2.61</b>,2.06,2.14E+08,3.2,2.62,JMU Limited,2.52,NA,0,-0.1837,-0.0054,-0.565,0.267,2.63,0.78,NA,NA,2.2,2.06 - 6.00,9.83E+07,8.20E+07,1.03,NGM,NA,1108,-0.002100437
JNCE,Health Care,29,100,139357,28.84,200,-28.5,0.48,6.92,5.41,-0.15,12.61,0.0169,USD,29.05,28.08,28.08 - 29.05,NA,NA,NA,-1.25E+07,-11,-0.75,-0.16,-0.17,NA,1.15E+06,29.09,5/2/17,28.94,100,12:14pm - <b>28.94</b>,16.33,7.02E+07,22.02,23.53,"Jounce Therapeutics, Inc.",28.54,NA,0,0.3143,0.2301,-0.0053,0.7722,28.46,NA,NA,NA,1.85,16.33 - 29.09,3.72E+07,2.42E+06,1.85,NMS,29,50944,0.00794522
JNP,Health Care,4.65,3500,45592,4.6,2500,3.67,-0.1,-0.44,0.22,-3.35,1,-0.0211,USD,4.75,4.45,4.45 - 4.75,NA,NA,NA,7.18E+06,0.55,-0.77,-0.18,-0.34,NA,1.04E+07,8,5/2/17,4.65,100,12:07pm - <b>4.65</b>,3.65,5.04E+07,5.09,4.43,"Juniper Pharmaceuticals, Inc.",4.75,8.52,0,-0.0864,0.0495,-0.4188,0.274,4.75,1.29,NA,NA,0.94,3.65 - 8.00,5.46E+07,1.08E+07,2.62,NMS,10.88,89097,-9.55E-04
JOBS,Technology,41.62,100,130846,41.49,100,12.01,0.47,6.12,3.21,-0.66,13.98,0.0114,USD,41.67,40.96,40.96 - 41.67,NA,NA,NA,9.80E+07,1.4,1.9,0.48,2.22,NA,2.09E+07,42.2,5/2/17,41.54,100,12:03pm - <b>41.54</b>,27.56,2.50E+09,35.42,38.33,"51job, Inc.",40.96,29.57,7.47,0.1727,0.0838,-0.0156,0.5073,41.07,3.42,21.86,18.71,7.27,27.56 - 42.20,3.40E+08,6.01E+07,3.5,NMS,35.52,25301,0.003159702
JOUT,Consumer Non-Durables,35.33,100,38970,35.18,100,21.08,-0.46,-1.29,-0.35,-10.06,13.34,-0.0129,USD,35.87,35.06,35.06 - 35.87,4/27/17,0.36,0.99,4.06E+07,1.8,2.4,1.03,2.14,4/11/17,6.71E+06,45.35,5/2/17,35.29,100,12:13pm - <b>35.29</b>,21.95,3.46E+08,36.58,35.64,Johnson Outdoors Inc.,35.67,19.65,1.02,-0.0354,-0.0098,-0.2218,0.6077,35.75,1.7,14.7,16.49,0.79,21.95 - 45.35,4.42E+08,9.81E+06,2.08,NMS,37,12452,0.001693056
JRJC,Finance,2.33,600,65952,2.3,1500,3.91,-0.05,-1.14,-0.66,-3.39,0.08,-0.0209,USD,2.39,2.26,2.26 - 2.39,NA,NA,NA,-1.89E+07,0.04,0.1,0,NA,NA,1.22E+07,5.73,5/2/17,2.34,100,11:58am - <b>2.34</b>,2.26,5.31E+07,3.48,3,China Finance Online Co. Limite,2.38,55.71,0,-0.327,-0.2201,-0.5916,0.0354,2.39,0.61,NA,NA,0.65,2.26 - 5.73,8.31E+07,2.27E+07,2.63,NMS,8.3,38625,-0.003426924
JRVR,Finance,43.74,200,88723,43.61,200,23.69,0.2,3.04,2.15,-2.53,17.81,0.0046,USD,43.84,43.4,43.40 - 43.84,3/31/17,1.2,2.75,9.17E+07,2.49,2.56,0.55,2.79,3/9/17,1.60E+07,46.2,5/2/17,43.67,100,12:08pm - <b>43.67</b>,25.86,1.28E+09,40.63,41.52,"James River Group Holdings, Ltd",43.58,17.54,0,0.0749,0.0519,-0.0548,0.6887,43.47,1.83,17.06,15.65,2.17,25.86 - 46.20,5.86E+08,2.93E+07,1.26,NMS,46.5,12946,-8.64E-05
JTPY,Finance,2.2,900,9875,2.05,6200,0.58,0.03,-0.25,-0.01,-1.05,0.45,0.0115,USD,2.2,2.12,2.12 - 2.20,NA,NA,NA,2.63E+06,-0.89,-0.48,-0.15,-0.35,NA,6.53E+06,3.25,5/2/17,2.2,100,12:08pm - <b>2.20</b>,1.75,3.43E+07,2.45,2.21,JetPay Corporation,2.2,NA,0,-0.1028,-0.0039,-0.3231,0.2571,2.17,3.78,NA,NA,0.6,1.75 - 3.25,5.63E+07,1.56E+07,0.31,NCM,NA,12312,-0.001122461
JUNO,Health Care,25.25,200,1570910,25.24,300,10.42,-0.09,2.49,2.02,-24.48,7.72,-0.0036,USD,25.54,24.92,24.92 - 25.54,NA,NA,NA,-2.49E+08,-2.42,-2.88,-0.69,-3.04,NA,6.17E+07,49.72,5/2/17,25.24,100,12:14pm - <b>25.24</b>,17.52,2.61E+09,22.75,23.22,"Juno Therapeutics, Inc.",25.41,NA,0,0.1094,0.087,-0.4924,0.4406,25.33,2.43,NA,NA,33.01,17.52 - 49.72,7.94E+07,1.03E+08,8.12,NMS,30.27,267222,0.002017113
JVA,Consumer Non-Durables,4.88,200,24705,4.82,400,4.277,0.0023,0.0148,0.1389,-1.3177,1.3314,4.76E-04,USD,4.88,4.8,4.8000 - 4.8800,12/28/12,0,0,4.30E+06,0.354,0.37,0,0.54,12/13/12,5.17E+06,6.15,5/2/17,4.8323,115,11:19am - <b>4.8323</b>,3.5009,2.83E+07,4.8175,4.6934,"Coffee Holding Co., Inc.",4.86,13.6506,0,0.003072,0.029588,-0.21426,0.380302,4.83,1.1293,NA,NA,0.3737,3.5009 - 6.1500,7.58E+07,5.86E+06,1.66,NCM,7,2288,0.001640054
